player,player_id,pos,ht_in_in,wt,birth_date,colleges,from,to,debut,hof
Brandon Paul,paulbr01,G,76,200,1991-04-30,Illinois,2018,2018,2017-10-18T00:00:00Z,FALSE
Alec Peters,peteral01,F,81,232,1995-04-13,Valparaiso,2018,2018,2017-10-18T00:00:00Z,FALSE
Ben Simmons,simmobe01,G-F,82,240,1996-07-20,LSU,2018,2025,2017-10-18T00:00:00Z,FALSE
Dennis Smith Jr.,smithde03,G,74,205,1997-11-25,NC State,2018,2024,2017-10-18T00:00:00Z,FALSE
Caleb Swanigan,swanica01,F,81,260,1997-04-18,Purdue,2018,2020,2017-10-18T00:00:00Z,FALSE
Daniel Theis,theisda01,C,80,245,1992-04-04,NA,2018,2025,2017-10-18T00:00:00Z,FALSE
Derrick White,whitede01,G,76,190,1994-07-02,"Colorado-Colorado Springs, Colorado",2018,2025,2017-10-18T00:00:00Z,FALSE
OG Anunoby,anunoog01,F,79,232,1997-07-17,Indiana,2018,2025,2017-10-19T00:00:00Z,FALSE
Ryan Arcidiacono,arcidry01,G,75,195,1994-03-26,Villanova,2018,2024,2017-10-19T00:00:00Z,FALSE
Lonzo Ball,balllo01,G,78,190,1997-10-27,UCLA,2018,2025,2017-10-19T00:00:00Z,FALSE
Antonio Blakeney,blakean01,G,76,192,1996-10-04,LSU,2018,2019,2017-10-19T00:00:00Z,FALSE
Alex Caruso,carusal01,G,77,186,1994-02-28,Texas A&M,2018,2025,2017-10-19T00:00:00Z,FALSE
Damyean Dotson,dotsoda01,G,77,210,1994-05-06,"Oregon, Houston",2018,2022,2017-10-19T00:00:00Z,FALSE
Terrance Ferguson,fergute01,G-F,78,190,1998-05-17,NA,2018,2021,2017-10-19T00:00:00Z,FALSE
Dakari Johnson,johnsda04,C,84,255,1995-09-22,Kentucky,2018,2018,2017-10-19T00:00:00Z,FALSE
Kyle Kuzma,kuzmaky01,F,81,221,1995-07-24,Utah,2018,2025,2017-10-19T00:00:00Z,FALSE
Lauri Markkanen,markkla01,F-C,84,240,1997-05-22,Arizona,2018,2025,2017-10-19T00:00:00Z,FALSE
Alfonzo McKinnie,mckinal01,F,79,215,1992-09-17,Green Bay,2018,2022,2017-10-19T00:00:00Z,FALSE
Frank Ntilikina,ntilila01,G,76,200,1998-07-28,NA,2018,2024,2017-10-19T00:00:00Z,FALSE
Miloš Teodosić,teodomi01,G,77,196,1987-03-19,NA,2018,2019,2017-10-19T00:00:00Z,FALSE
Sindarius Thornwell,thornsi01,G,76,215,1994-11-15,South Carolina,2018,2021,2017-10-19T00:00:00Z,FALSE
Jarrett Allen,allenja01,C-F,83,243,1998-04-21,Texas,2018,2025,2017-10-20T00:00:00Z,FALSE
Ike Anigbogu,anigbik01,F-C,82,250,1998-10-17,UCLA,2018,2019,2017-10-20T00:00:00Z,FALSE
Jabari Bird,birdja01,G,78,198,1994-07-03,California,2018,2018,2017-10-20T00:00:00Z,FALSE
Sterling Brown,brownst02,G,77,219,1995-02-10,SMU,2018,2023,2017-10-20T00:00:00Z,FALSE
Gian Clavell,clavegi01,G,76,185,1993-11-26,Colorado State,2018,2018,2017-10-20T00:00:00Z,FALSE
Zach Collins,colliza01,C-F,83,250,1997-11-19,Gonzaga,2018,2025,2017-10-20T00:00:00Z,FALSE
Tyler Dorsey,dorsety01,G,77,183,1996-02-18,Oregon,2018,2023,2017-10-20T00:00:00Z,FALSE
Josh Hart,hartjo01,G,76,215,1995-03-06,Villanova,2018,2025,2017-10-20T00:00:00Z,FALSE
Luke Kennard,kennalu01,G,77,206,1996-06-24,Duke,2018,2025,2017-10-20T00:00:00Z,FALSE
Cedi Osman,osmande01,F,79,230,1995-04-08,NA,2018,2024,2017-10-20T00:00:00Z,FALSE
D.J. Wilson,wilsodj01,F,82,231,1996-02-19,Michigan,2018,2024,2017-10-20T00:00:00Z,FALSE
Guerschon Yabusele,yabusgu01,F-C,80,260,1995-12-17,NA,2018,2025,2017-10-20T00:00:00Z,FALSE
Khem Birch,birchkh01,C-F,81,233,1992-09-28,"Pitt, UNLV",2018,2023,2017-10-21T00:00:00Z,FALSE
Wes Iwundu,iwundwe01,F,78,195,1994-12-20,Kansas State,2018,2022,2017-10-21T00:00:00Z,FALSE
Maxi Kleber,klebima01,F,82,240,1992-01-29,NA,2018,2025,2017-10-21T00:00:00Z,FALSE
Frank Mason III,masonfr01,G,71,190,1994-04-03,Kansas,2018,2021,2017-10-21T00:00:00Z,FALSE
Royce O'Neale,onealro01,F,76,226,1993-06-05,"Denver, Baylor",2018,2025,2017-10-21T00:00:00Z,FALSE
Zhou Qi,qizh01,F-C,85,210,1996-01-16,NA,2018,2019,2017-10-21T00:00:00Z,FALSE
Ante Žižić,zizican01,F-C,82,266,1997-01-04,NA,2018,2020,2017-10-21T00:00:00Z,FALSE
Bogdan Bogdanović,bogdabo01,G,77,220,1992-08-18,NA,2018,2025,2017-10-23T00:00:00Z,FALSE
Mangok Mathiang,mathima01,C-F,82,230,1992-10-08,Louisville,2018,2018,2017-10-25T00:00:00Z,FALSE
Marcus Paige,paigema01,G,73,175,1993-09-11,UNC,2018,2018,2017-10-25T00:00:00Z,FALSE
Charles Cooke,cookech01,G,77,196,1994-07-01,Dayton,2018,2018,2017-10-28T00:00:00Z,FALSE
Jalen Jones,jonesja04,G,79,220,1993-05-27,"SMU, Texas A&M",2018,2019,2017-10-28T00:00:00Z,FALSE
Ivan Rabb,rabbiv01,F,82,220,1997-02-04,California,2018,2019,2017-10-28T00:00:00Z,FALSE
Jacob Wiley,wileyja01,F,79,215,1994-09-04,Eastern Washington,2018,2018,2017-10-29T00:00:00Z,FALSE
Jawun Evans,evansja01,G,72,185,1996-07-26,Oklahoma State,2018,2019,2017-10-30T00:00:00Z,FALSE
Tony Bradley,bradlto01,F-C,82,248,1998-01-08,UNC,2018,2025,2017-11-05T00:00:00Z,FALSE
Tyler Cavanaugh,cavanty01,F,81,238,1994-02-09,George Washington,2018,2019,2017-11-05T00:00:00Z,FALSE
Derrick Walton,waltode01,G,72,189,1995-04-03,Michigan,2018,2022,2017-11-06T00:00:00Z,FALSE
C.J. Williams,willicj01,G,77,226,1990-02-06,NC State,2018,2019,2017-11-10T00:00:00Z,FALSE
Matt Costello,costema01,F,81,245,1993-08-05,Michigan State,2018,2018,2017-11-11T00:00:00Z,FALSE
Furkan Korkmaz,korkmfu01,G,79,202,1997-07-24,NA,2018,2024,2017-11-11T00:00:00Z,FALSE
Daniel Hamilton,hamilda02,G-F,79,195,1995-08-08,UConn,2018,2019,2017-11-15T00:00:00Z,FALSE
Antonius Cleveland,clevean01,G,77,195,1994-02-02,SE Missouri State,2018,2020,2017-11-17T00:00:00Z,FALSE
Tyler Lydon,lydonty01,F,82,225,1996-04-09,Syracuse,2018,2019,2017-11-20T00:00:00Z,FALSE
Jacob Pullen,pulleja01,G,73,200,1989-11-10,Kansas State,2018,2018,2017-11-20T00:00:00Z,FALSE
Jamil Wilson,wilsoja02,F,79,230,1990-11-21,"Oregon, Marquette",2018,2018,2017-11-20T00:00:00Z,FALSE
Torrey Craig,craigto01,G-F,79,221,1990-12-19,USC Upstate,2018,2025,2017-11-28T00:00:00Z,FALSE
Kobi Simmons,simmoko01,G,77,166,1997-07-04,Arizona,2018,2024,2017-11-29T00:00:00Z,FALSE
Vince Hunter,huntevi01,F,80,208,1994-08-05,Texas-El Paso,2018,2018,2017-12-01T00:00:00Z,FALSE
Kadeem Allen,allenka01,G,73,200,1993-01-15,Arizona,2018,2020,2017-12-11T00:00:00Z,FALSE
Monte Morris,morrimo01,G,74,183,1995-06-27,Iowa State,2018,2025,2017-12-12T00:00:00Z,FALSE
London Perrantes,perralo01,G,74,200,1994-10-03,Virginia,2018,2018,2017-12-12T00:00:00Z,FALSE
Jamel Artis,artisja01,G-F,79,213,1993-01-12,Pitt,2018,2018,2017-12-13T00:00:00Z,FALSE
Johnathan Motley,motlejo01,F,80,230,1995-05-04,Baylor,2018,2020,2017-12-14T00:00:00Z,FALSE
Kyle Collinsworth,colliky01,G-F,78,210,1991-10-03,BYU,2018,2018,2017-12-20T00:00:00Z,FALSE
Malcolm Miller,millema01,F,79,210,1993-03-06,Holy Cross,2018,2020,2017-12-20T00:00:00Z,FALSE
Thomas Bryant,bryanth01,C,82,248,1997-07-31,Indiana,2018,2025,2017-12-23T00:00:00Z,FALSE
Matt Williams,willima05,G,77,210,1993-10-14,Central Florida,2018,2018,2017-12-23T00:00:00Z,FALSE
Milton Doyle,doylemi01,G,76,185,1993-10-31,Loyola Chicago,2018,2018,2017-12-26T00:00:00Z,FALSE
Naz Mitrou-Long,mitrona01,G,75,218,1993-08-03,Iowa State,2018,2020,2017-12-26T00:00:00Z,FALSE
Tyrone Wallace,wallaty01,G,77,198,1994-06-10,California,2018,2022,2018-01-06T00:00:00Z,FALSE
Davon Reed,reedda01,G,77,208,1995-06-11,Miami (FL),2018,2023,2018-01-14T00:00:00Z,FALSE
Myke Henry,henrymy01,F,78,210,1992-12-23,DePaul,2018,2018,2018-01-20T00:00:00Z,FALSE
Nigel Hayes,hayesni01,F,80,254,1994-12-16,Wisconsin,2018,2018,2018-01-21T00:00:00Z,FALSE
Ben Moore,moorebe01,F,80,220,1995-05-13,SMU,2018,2018,2018-01-24T00:00:00Z,FALSE
James Webb III,webbja01,F,81,202,1993-08-19,Boise State,2018,2018,2018-01-27T00:00:00Z,FALSE
Josh Gray,grayjo01,G,72,180,1993-09-09,LSU,2018,2020,2018-02-02T00:00:00Z,FALSE
Reggie Hearn,hearnre01,G,77,210,1991-08-14,Northwestern,2018,2018,2018-02-05T00:00:00Z,FALSE
Erik McCree,mccreer01,F,79,219,1993-12-20,Louisiana Tech,2018,2018,2018-02-05T00:00:00Z,FALSE
PJ Dozier,doziepj01,G,78,205,1996-10-25,South Carolina,2018,2025,2018-02-08T00:00:00Z,FALSE
Isaiah Hicks,hicksis01,F,81,230,1994-07-24,UNC,2018,2019,2018-02-08T00:00:00Z,FALSE
Luke Kornet,kornelu01,C-F,86,250,1995-07-15,Vanderbilt,2018,2025,2018-02-08T00:00:00Z,FALSE
Andrew White,whitean01,G,79,210,1993-06-16,"Nebraska, Syracuse",2018,2018,2018-02-14T00:00:00Z,FALSE
Shaquille Harrison,harrish01,G,76,190,1993-10-06,Tulsa,2018,2024,2018-02-23T00:00:00Z,FALSE
Walt Lemon Jr.,lemonwa01,G,75,180,1992-07-26,Bradley,2018,2019,2018-02-23T00:00:00Z,FALSE
Trey McKinney-Jones,mckintr01,G,77,214,1990-08-27,"Missouri-Kansas City, Miami (FL)",2018,2018,2018-02-23T00:00:00Z,FALSE
Jaylen Morris,morrija01,G,77,185,1995-09-19,Molloy,2018,2022,2018-02-28T00:00:00Z,FALSE
Xavier Rathan-Mayes,rathaxa01,G,76,208,1994-04-29,Florida State,2018,2018,2018-03-05T00:00:00Z,FALSE
Rodney Purvis,purviro01,G,76,205,1994-02-14,UConn,2018,2018,2018-03-09T00:00:00Z,FALSE
Jameel Warney,warneja01,F,80,260,1994-01-31,Stony Brook University,2018,2018,2018-03-11T00:00:00Z,FALSE
Damion Lee,leeda03,G,77,210,1992-10-21,"Drexel, Louisville",2018,2025,2018-03-13T00:00:00Z,FALSE
Chris Boucher,bouchch01,F,81,200,1993-01-11,"New Mexico Junior College, Northwest College, Oregon",2018,2025,2018-03-14T00:00:00Z,FALSE
Justin Patton,pattoju01,C,83,241,1997-06-14,Creighton,2018,2021,2018-04-01T00:00:00Z,FALSE
Omari Johnson,johnsom01,F,81,220,1989-11-26,Oregon State,2018,2018,2018-04-06T00:00:00Z,FALSE
Andre Ingram,ingraan01,G,75,190,1985-11-19,American University,2018,2019,2018-04-10T00:00:00Z,FALSE
Edmond Sumner,sumneed01,G,76,196,1995-12-31,Xavier,2018,2023,2018-04-10T00:00:00Z,FALSE
Aaron Jackson,jacksaa01,G,76,185,1986-05-06,Duquesne,2018,2018,2018-04-11T00:00:00Z,FALSE
Devin Robinson,robinde01,F,80,200,1995-03-07,Florida,2018,2019,2018-04-11T00:00:00Z,FALSE
Jonah Bolden,boldejo01,F,80,220,1996-01-02,UCLA,2019,2020,2018-10-16T00:00:00Z,FALSE
Hamidou Diallo,diallha01,G,77,202,1998-07-31,Kentucky,2019,2024,2018-10-16T00:00:00Z,FALSE
Landry Shamet,shamela01,G,76,190,1997-03-13,Wichita State,2019,2025,2018-10-16T00:00:00Z,FALSE
Brad Wanamaker,wanambr01,G,75,210,1989-07-25,Pitt,2019,2022,2018-10-16T00:00:00Z,FALSE
Jaylen Adams,adamsja01,G,72,225,1996-05-04,St. Bonaventure,2019,2021,2018-10-17T00:00:00Z,FALSE
Deandre Ayton,aytonde01,C,84,250,1998-07-23,Arizona,2019,2025,2018-10-17T00:00:00Z,FALSE
Marvin Bagley III,baglema01,F-C,82,235,1999-03-14,Duke,2019,2025,2018-10-17T00:00:00Z,FALSE
Mo Bamba,bambamo01,C,84,231,1998-05-12,Texas,2019,2025,2018-10-17T00:00:00Z,FALSE
Mikal Bridges,bridgmi01,F-G,78,209,1996-08-30,Villanova,2019,2025,2018-10-17T00:00:00Z,FALSE
Miles Bridges,bridgmi02,G-F,79,225,1998-03-21,Michigan State,2019,2025,2018-10-17T00:00:00Z,FALSE
Ryan Broekhoff,broekry01,F,78,215,1990-08-23,Valparaiso,2019,2020,2018-10-17T00:00:00Z,FALSE
Bruce Brown,brownbr01,G-F,76,202,1996-08-15,Miami (FL),2019,2025,2018-10-17T00:00:00Z,FALSE
Jalen Brunson,brunsja01,G,74,190,1996-08-31,Villanova,2019,2025,2018-10-17T00:00:00Z,FALSE
Gary Clark,clarkga01,F,78,225,1994-11-16,Cincinnati,2019,2022,2018-10-17T00:00:00Z,FALSE
Donte DiVincenzo,divindo01,G,76,203,1997-01-31,Villanova,2019,2025,2018-10-17T00:00:00Z,FALSE
Luka Dončić,doncilu01,G-F,78,230,1999-02-28,NA,2019,2025,2018-10-17T00:00:00Z,FALSE
Harry Giles,gilesha01,F-C,83,240,1998-04-22,Duke,2019,2024,2018-10-17T00:00:00Z,FALSE
Shai Gilgeous-Alexander,gilgesh01,G,78,200,1998-07-12,Kentucky,2019,2025,2018-10-17T00:00:00Z,FALSE
Isaiah Hartenstein,harteis01,F,84,255,1998-05-05,NA,2019,2025,2018-10-17T00:00:00Z,FALSE
Aaron Holiday,holidaa01,G,72,185,1996-09-30,UCLA,2019,2025,2018-10-17T00:00:00Z,FALSE
Kevin Huerter,huertke01,G,79,190,1998-08-27,Maryland,2019,2025,2018-10-17T00:00:00Z,FALSE
Frank Jackson,jacksfr01,G,75,205,1998-05-04,Duke,2019,2023,2018-10-17T00:00:00Z,FALSE
Jaren Jackson Jr.,jacksja02,F,82,242,1999-09-15,Michigan State,2019,2025,2018-10-17T00:00:00Z,FALSE
Kevin Knox,knoxke01,F,79,215,1999-08-11,Kentucky,2019,2025,2018-10-17T00:00:00Z,FALSE
Rodions Kurucs,kurucro01,F,81,228,1998-02-05,NA,2019,2021,2018-10-17T00:00:00Z,FALSE
Zach Lofton,loftoza01,G,76,180,1992-11-18,"Illinois State, Texas Southern, New Mexico State",2019,2019,2018-10-17T00:00:00Z,FALSE
Elie Okobo,okoboel01,G,75,190,1997-10-23,NA,2019,2020,2018-10-17T00:00:00Z,FALSE
Mitchell Robinson,robinmi01,C,84,240,1998-04-01,Western Kentucky,2019,2025,2018-10-17T00:00:00Z,FALSE
Collin Sexton,sextoco01,G,75,190,1999-01-04,Alabama,2019,2025,2018-10-17T00:00:00Z,FALSE
Ray Spalding,spaldra01,F,82,215,1997-03-11,Louisville,2019,2021,2018-10-17T00:00:00Z,FALSE
Omari Spellman,spellom01,F,80,245,1997-07-21,Villanova,2019,2020,2018-10-17T00:00:00Z,FALSE
Allonzo Trier,trieral01,G,76,200,1996-01-17,Arizona,2019,2020,2018-10-17T00:00:00Z,FALSE
Thomas Welsh,welshth01,C,84,255,1996-02-03,UCLA,2019,2019,2018-10-17T00:00:00Z,FALSE
Kenrich Williams,willike04,G-F,79,210,1994-12-02,TCU,2019,2025,2018-10-17T00:00:00Z,FALSE
Trae Young,youngtr01,G,73,164,1998-09-19,Oklahoma,2019,2025,2018-10-17T00:00:00Z,FALSE
Wendell Carter Jr.,cartewe01,C,82,270,1999-04-16,Duke,2019,2025,2018-10-18T00:00:00Z,FALSE
Chandler Hutchison,hutchch01,G,78,210,1996-04-26,Boise State,2019,2022,2018-10-18T00:00:00Z,FALSE
Isaiah Briscoe,briscis01,G,75,215,1996-04-13,Kentucky,2019,2019,2018-10-19T00:00:00Z,FALSE
Deonte Burton,burtode02,G,76,240,1994-01-31,"Marquette, Iowa State",2019,2023,2018-10-19T00:00:00Z,FALSE
Alize Johnson,johnsal02,F,79,212,1996-04-22,"Frank Phillips College, Missouri State",2019,2023,2018-10-19T00:00:00Z,FALSE
Drew Eubanks,eubandr01,F,81,245,1997-02-01,Oregon State,2019,2025,2018-10-20T00:00:00Z,FALSE
Chimezie Metu,metuch01,F-C,81,225,1997-03-22,USC,2019,2024,2018-10-20T00:00:00Z,FALSE
Džanan Musa,musadz01,G-F,81,217,1999-05-08,NA,2019,2020,2018-10-20T00:00:00Z,FALSE
Josh Okogie,okogijo01,G,76,213,1998-09-01,Georgia Tech,2019,2025,2018-10-20T00:00:00Z,FALSE
Theo Pinson,pinsoth01,G,77,212,1995-11-05,UNC,2019,2023,2018-10-20T00:00:00Z,FALSE
Grayson Allen,allengr01,G,76,198,1995-10-08,Duke,2019,2025,2018-10-22T00:00:00Z,FALSE
Jacob Evans,evansja02,G-F,76,210,1997-06-18,Cincinnati,2019,2020,2018-10-22T00:00:00Z,FALSE
Devonte' Graham,grahade01,G,73,195,1995-02-22,Kansas,2019,2024,2018-10-22T00:00:00Z,FALSE
De'Anthony Melton,meltode01,G,74,200,1998-05-28,USC,2019,2025,2018-10-22T00:00:00Z,FALSE
Svi Mykhailiuk,mykhasv01,G-F,79,205,1997-06-10,Kansas,2019,2025,2018-10-22T00:00:00Z,FALSE
Johnathan Williams,willijo04,F,81,228,1995-05-22,"Missouri, Gonzaga",2019,2020,2018-10-22T00:00:00Z,FALSE
Robert Williams,williro04,C-F,81,237,1997-10-17,Texas A&M,2019,2025,2018-10-22T00:00:00Z,FALSE
DeVaughn Akoon-Purcell,akoonde01,G,78,200,1993-06-05,Illinois State,2019,2019,2018-10-23T00:00:00Z,FALSE
Troy Brown Jr.,browntr01,G-F,78,215,1999-07-28,Oregon,2019,2024,2018-10-24T00:00:00Z,FALSE
Duncan Robinson,robindu01,G-F,79,215,1994-04-22,"Williams, Michigan",2019,2025,2018-10-24T00:00:00Z,FALSE
Keita Bates-Diop,bateske01,F,80,229,1996-01-23,Ohio State,2019,2024,2018-10-26T00:00:00Z,FALSE
Daryl Macon,maconda01,G,74,185,1995-11-29,Arkansas,2019,2020,2018-10-26T00:00:00Z,FALSE
Jerome Robinson,robinje01,G,76,190,1997-02-22,Boston College,2019,2024,2018-10-26T00:00:00Z,FALSE
Yuta Watanabe,watanyu01,F,81,215,1994-10-13,George Washington,2019,2024,2018-10-27T00:00:00Z,FALSE
Jordan Loyd,loydjo01,G,76,210,1993-07-27,"Furman University, University of Indianapolis",2019,2019,2018-10-29T00:00:00Z,FALSE
Anfernee Simons,simonan01,G,75,181,1999-06-08,NA,2019,2025,2018-10-30T00:00:00Z,FALSE
Melvin Frazier,frazime01,G,77,215,1996-08-30,Tulane,2019,2022,2018-11-02T00:00:00Z,FALSE
Jared Terrell,terreja01,G,75,227,1995-02-10,Rhode Island,2019,2019,2018-11-04T00:00:00Z,FALSE
Gary Trent Jr.,trentga02,G,77,209,1999-01-18,Duke,2019,2025,2018-11-04T00:00:00Z,FALSE
Khyri Thomas,thomakh01,G,75,210,1996-05-08,Creighton,2019,2021,2018-11-09T00:00:00Z,FALSE
Marcus Derrickson,derrima01,F,79,249,1996-02-01,Georgetown,2019,2019,2018-11-10T00:00:00Z,FALSE
Vince Edwards,edwarvi01,F,80,225,1996-04-05,Purdue,2019,2019,2018-11-15T00:00:00Z,FALSE
Moritz Wagner,wagnemo01,F-C,83,245,1997-04-26,Michigan,2019,2025,2018-11-17T00:00:00Z,FALSE
Tyler Davis,davisty01,C,82,266,1997-05-22,Texas A&M,2019,2019,2018-11-28T00:00:00Z,FALSE
Shake Milton,miltosh01,G,77,205,1996-09-26,SMU,2019,2025,2018-11-30T00:00:00Z,FALSE
Jaron Blossomgame,blossja01,F,80,220,1993-09-16,Clemson,2019,2019,2018-12-05T00:00:00Z,FALSE
Isaac Bonga,bongais01,G,80,180,1999-11-08,NA,2019,2022,2018-12-07T00:00:00Z,FALSE
George King,kingge03,G-F,78,225,1994-01-15,Colorado,2019,2022,2018-12-11T00:00:00Z,FALSE
Jevon Carter,carteje01,G,73,200,1995-09-14,West Virginia,2019,2025,2018-12-15T00:00:00Z,FALSE
Rawle Alkins,alkinra01,G,77,225,1997-10-29,Arizona,2019,2019,2018-12-17T00:00:00Z,FALSE
Brandon Goodwin,goodwbr01,G,72,180,1995-10-02,"Central Florida, Florida Gulf Coast",2019,2022,2018-12-18T00:00:00Z,FALSE
Troy Caupain,caupatr01,G,76,210,1995-11-29,Cincinnati,2019,2019,2018-12-31T00:00:00Z,FALSE
Amile Jefferson,jeffeam01,F,81,222,1993-05-07,Duke,2019,2020,2018-12-31T00:00:00Z,FALSE
J.P. Macura,macurjp01,G,77,203,1995-06-05,Xavier,2019,2020,2019-01-02T00:00:00Z,FALSE
Lonnie Walker IV,walkelo01,G,76,204,1998-12-14,Miami (FL),2019,2025,2019-01-03T00:00:00Z,FALSE
Haywood Highsmith,highsha01,F,79,220,1996-12-09,Wheeling University,2019,2025,2019-01-08T00:00:00Z,FALSE
Deng Adel,adelde01,F,79,200,1997-02-01,Louisville,2019,2019,2019-01-19T00:00:00Z,FALSE
Julian Washburn,washbju01,F,80,210,1991-12-18,Texas-El Paso,2019,2019,2019-01-21T00:00:00Z,FALSE
Mitch Creek,creekmi01,G,77,216,1992-04-27,NA,2019,2019,2019-01-25T00:00:00Z,FALSE
Jarred Vanderbilt,vandeja01,F,80,214,1999-04-03,Kentucky,2019,2025,2019-01-25T00:00:00Z,FALSE
Emanuel Terry,terryem01,F,81,220,1996-08-21,Lincoln Memorial,2019,2022,2019-01-27T00:00:00Z,FALSE
Joe Chealey,chealjo01,G,75,190,1995-11-01,College of Charleston,2019,2020,2019-01-30T00:00:00Z,FALSE
Brandon Sampson,sampsbr01,G,77,184,1997-05-01,LSU,2019,2019,2019-01-30T00:00:00Z,FALSE
Ángel Delgado,delgaan01,C,82,245,1994-11-20,Seton Hall,2019,2019,2019-02-07T00:00:00Z,FALSE
Donte Grantham,grantdo01,F,80,215,1995-03-19,Clemson,2019,2019,2019-02-07T00:00:00Z,FALSE
Trevon Duval,duvaltr01,G,74,189,1998-08-03,Duke,2019,2019,2019-02-08T00:00:00Z,FALSE
Bonzie Colson,colsobo01,F,78,224,1996-01-12,Notre Dame,2019,2019,2019-02-25T00:00:00Z,FALSE
Tahjere McCall,mccalta01,G,77,195,1994-08-17,Tennessee State,2019,2019,2019-02-27T00:00:00Z,FALSE
Jordan Sibert,siberjo01,G,76,187,1992-08-01,"Ohio State, Dayton",2019,2019,2019-02-27T00:00:00Z,FALSE
B.J. Johnson,johnsbj01,G,79,200,1995-12-21,"Syracuse, La Salle",2019,2022,2019-03-03T00:00:00Z,FALSE
Cameron Reynolds,reynoca01,G,79,225,1995-02-07,Tulane,2019,2021,2019-03-03T00:00:00Z,FALSE
Dairis Bertāns,bertada02,G,76,200,1989-09-09,NA,2019,2019,2019-03-10T00:00:00Z,FALSE
Kostas Antetokounmpo,antetko01,F,82,200,1997-11-20,Dayton,2019,2021,2019-03-20T00:00:00Z,FALSE
Chris Chiozza,chiozch01,G,71,175,1995-11-21,Florida,2019,2022,2019-03-24T00:00:00Z,FALSE
Zhaire Smith,smithzh01,G,75,205,1999-06-04,Texas Tech,2019,2020,2019-03-25T00:00:00Z,FALSE
Dusty Hannahs,hannadu01,G,75,210,1993-09-02,"Texas Tech, Arkansas",2019,2020,2019-03-31T00:00:00Z,FALSE
Jemerrio Jones,jonesje01,F,77,174,1995-04-09,"Hill College, New Mexico State",2019,2022,2019-03-31T00:00:00Z,FALSE
Isaac Humphries,humphis01,C,84,255,1998-01-05,Kentucky,2019,2019,2019-04-02T00:00:00Z,FALSE
Billy Garrett,garrebi01,G,78,213,1994-10-16,DePaul,2019,2019,2019-04-03T00:00:00Z,FALSE
Yante Maten,matenya01,F,80,240,1996-08-14,Georgia,2019,2019,2019-04-09T00:00:00Z,FALSE
Nickeil Alexander-Walker,alexani01,G,77,205,1998-09-02,Virginia Tech,2020,2025,2019-10-22T00:00:00Z,FALSE
Terence Davis,daviste02,G,76,201,1997-05-16,Ole Miss,2020,2025,2019-10-22T00:00:00Z,FALSE
Nicolò Melli,mellini01,F,81,236,1991-01-26,NA,2020,2021,2019-10-22T00:00:00Z,FALSE
RJ Barrett,barrerj01,G-F,78,214,2000-06-14,Duke,2020,2025,2019-10-23T00:00:00Z,FALSE
Darius Bazley,bazleda01,F,80,208,2000-06-12,NA,2020,2024,2019-10-23T00:00:00Z,FALSE
Brandon Clarke,clarkbr01,F,80,215,1996-09-19,"San Jose State, Gonzaga",2020,2025,2019-10-23T00:00:00Z,FALSE
Jarrett Culver,culveja01,G,78,195,1999-02-20,Texas Tech,2020,2023,2019-10-23T00:00:00Z,FALSE
Carsen Edwards,edwarca01,G,71,200,1998-03-12,Purdue,2020,2022,2019-10-23T00:00:00Z,FALSE
Wenyen Gabriel,gabriwe01,F,81,205,1997-03-26,Kentucky,2020,2024,2019-10-23T00:00:00Z,FALSE
Darius Garland,garlada01,G,73,192,2000-01-26,Vanderbilt,2020,2025,2019-10-23T00:00:00Z,FALSE
Marko Gudurić,gudurma01,G,78,201,1995-03-08,NA,2020,2020,2019-10-23T00:00:00Z,FALSE
Rui Hachimura,hachiru01,F,80,230,1998-02-08,Gonzaga,2020,2025,2019-10-23T00:00:00Z,FALSE
Jared Harper,harpeja01,G,70,175,1997-09-14,Auburn,2020,2022,2019-10-23T00:00:00Z,FALSE
Tyler Herro,herroty01,G,77,195,2000-01-20,Kentucky,2020,2025,2019-10-23T00:00:00Z,FALSE
Garrison Mathews,mathega01,G,77,215,1996-10-24,Lipscomb,2020,2025,2019-10-23T00:00:00Z,FALSE
Ja Morant,moranja01,G,74,174,1999-08-10,Murray State,2020,2025,2019-10-23T00:00:00Z,FALSE
Kendrick Nunn,nunnke01,G,74,190,1995-08-03,"Illinois, Oakland",2020,2023,2019-10-23T00:00:00Z,FALSE
KZ Okpala,okpalkz01,F,80,215,1999-04-28,Stanford,2020,2023,2019-10-23T00:00:00Z,FALSE
Kevin Porter Jr.,porteke02,G,76,203,2000-05-04,USC,2020,2025,2019-10-23T00:00:00Z,FALSE
Justin Robinson,robinju01,G,73,195,1997-10-12,Virginia Tech,2020,2022,2019-10-23T00:00:00Z,FALSE
Admiral Schofield,schofad01,G-F,77,241,1997-03-30,Tennessee,2020,2024,2019-10-23T00:00:00Z,FALSE
Chris Silva,silvach01,F,80,234,1996-09-19,South Carolina,2020,2023,2019-10-23T00:00:00Z,FALSE
Matisse Thybulle,thybuma01,G,77,201,1997-03-04,Washington,2020,2025,2019-10-23T00:00:00Z,FALSE
P.J. Washington,washipj01,F,79,230,1998-08-23,Kentucky,2020,2025,2019-10-23T00:00:00Z,FALSE
Coby White,whiteco01,G,77,195,2000-02-16,UNC,2020,2025,2019-10-23T00:00:00Z,FALSE
Grant Williams,willigr01,F,78,236,1998-11-30,Tennessee,2020,2025,2019-10-23T00:00:00Z,FALSE
